rule,file,task_idx,step_id,step,status,old_action,new_action,old_text,new_text,old_relation,new_relation,marker,remove_tag,note
G2,00006-HkseAnWCgqk/tasks-island_2.json,23,1,Arrange the dining table.,OK,place_on,straighten,Place dining table on surface.,Straighten the dining table.,on,,;referent_grounding_v1:G2,,X=dining table
G1,00862-LT9Jq6dN3Ea/tasks-island_0.json,205,4,Organize items in the basket.,OK,place_in,place_in,Place basket in receptacle.,Place the items in the basket.,in,in,;referent_grounding_v1:G1,,X=items|Y=basket
G2,00862-LT9Jq6dN3Ea/tasks-island_0.json,205,5,Arrange the display case.,OK,place_on,straighten,Place case on surface.,Straighten the display case.,on,,;referent_grounding_v1:G2,,X=display case
G1,00862-LT9Jq6dN3Ea/tasks-island_0.json,219,3,Arrange the box on the shelf.,OK,place_on,place_on,Place box on surface.,Place the box on the shelf.,on,on,;referent_grounding_v1:G1,,X=box|Y=shelf
G2,00862-LT9Jq6dN3Ea/tasks-island_0.json,244,3,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00862-LT9Jq6dN3Ea/tasks-island_0.json,257,4,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00862-LT9Jq6dN3Ea/tasks-island_0.json,269,4,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00862-LT9Jq6dN3Ea/tasks-island_0.json,277,4,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G1,00862-LT9Jq6dN3Ea/tasks-island_0.json,278,2,Tidy the items on the rack.,OK,place_on,place_on,Place rack on surface.,Place the items on the rack.,on,on,;referent_grounding_v1:G1,,X=items|Y=rack
G1,00862-LT9Jq6dN3Ea/tasks-island_0.json,286,7,Set the bottle on the table.,OK,place_on,place_on,Place bottle on surface.,Place the bottle on the table.,on,on,;referent_grounding_v1:G1,,X=bottle|Y=table
G4,00862-LT9Jq6dN3Ea/tasks-island_0.json,320,2,Fill it with water from the pitcher.,RESOLVED,fill,fill,Use the pitcher to fill a container.,Use the pitcher to fill the cup.,,,;referent_grounding_v1:G4,,vessel=cup
G3,00862-LT9Jq6dN3Ea/tasks-island_0.json,327,4,Fluff the pillows on the bed.,OK,fluff,fluff,Fluff items on the bed.,Fluff the pillows on the bed.,on,on,;referent_grounding_v1:G3,,NP=pillows
G2,00862-LT9Jq6dN3Ea/tasks-island_0.json,345,4,Arrange the rack.,OK,place_on,straighten,Place rack on surface.,Straighten the rack.,on,,;referent_grounding_v1:G2,,X=rack
G1,00862-LT9Jq6dN3Ea/tasks-island_0.json,345,5,Sort items in the basket.,OK,place_in,place_in,Place basket in receptacle.,Place the items in the basket.,in,in,;referent_grounding_v1:G1,,X=items|Y=basket
G2,00862-LT9Jq6dN3Ea/tasks-island_0.json,366,4,Set the tray.,OK,place_in,straighten,Place tray in receptacle.,Straighten the tray.,in,,;referent_grounding_v1:G2,,X=tray
G1,00869-MHPLjHsuG27/tasks-island_1.json,0,4,Set the tray on the table.,OK,place_on,place_on,Place tray on surface.,Place the tray on the table.,on,on,;referent_grounding_v1:G1,,X=tray|Y=table
G1,00869-MHPLjHsuG27/tasks-island_1.json,8,4,Set the tray on the table.,OK,place_on,place_on,Place tray on surface.,Place the tray on the table.,on,on,;referent_grounding_v1:G1,,X=tray|Y=table
G2,00869-MHPLjHsuG27/tasks-island_1.json,9,4,Arrange the lounge chair.,OK,place_on,straighten,Place lounge chair on surface.,Straighten the lounge chair.,on,,;referent_grounding_v1:G2,,X=lounge chair
G1,00869-MHPLjHsuG27/tasks-island_1.json,12,4,Set the tray on the table.,OK,place_in,place_on,Place tray in receptacle.,Place the tray on the table.,in,on,;referent_grounding_v1:G1,,X=tray|Y=table
G2,00869-MHPLjHsuG27/tasks-island_1.json,17,3,Arrange the lounge chair.,OK,place_on,straighten,Place lounge chair on surface.,Straighten the lounge chair.,on,,;referent_grounding_v1:G2,,X=lounge chair
G2,00869-MHPLjHsuG27/tasks-island_1.json,26,2,Position the lounge chair.,OK,place_in,reposition,Place lounge chair in receptacle.,Reposition the lounge chair.,in,,;referent_grounding_v1:G2,,X=lounge chair
G1,00869-MHPLjHsuG27/tasks-island_1.json,29,1,Organize the items on the shelving.,OK,place_on,place_on,Place shelving on surface.,Place the items on the shelving.,on,on,;referent_grounding_v1:G1,,X=items|Y=shelving
G2,00869-MHPLjHsuG27/tasks-island_1.json,29,3,Arrange the spice rack.,OK,place_on,straighten,Place spice rack on surface.,Straighten the spice rack.,on,,;referent_grounding_v1:G2,,X=spice rack
G2,00869-MHPLjHsuG27/tasks-island_1.json,36,6,Arrange the lounge chair.,OK,place_on,straighten,Place lounge chair on surface.,Straighten the lounge chair.,on,,;referent_grounding_v1:G2,,X=lounge chair
G2,00869-MHPLjHsuG27/tasks-island_1.json,41,6,Arrange the lounge chair.,OK,place_on,straighten,Place lounge chair on surface.,Straighten the lounge chair.,on,,;referent_grounding_v1:G2,,X=lounge chair
G2,00869-MHPLjHsuG27/tasks-island_1.json,45,7,Arrange the lounge chair for comfort.,OK,place_in,straighten,Place lounge chair in receptacle.,Straighten the lounge chair.,in,,;referent_grounding_v1:G2,,X=lounge chair
G1,00869-MHPLjHsuG27/tasks-island_1.json,47,4,Set a tray on the table.,OK,place_on,place_on,Place tray on surface.,Place the tray on the table.,on,on,;referent_grounding_v1:G1,,X=tray|Y=table
G2,00869-MHPLjHsuG27/tasks-island_1.json,52,1,Rearrange the shelving items.,OK,place_on,straighten,Place shelving on surface.,Straighten the shelving items.,on,,;referent_grounding_v1:G2,,X=shelving items
G1,00871-VBzV5z6i1WS/tasks-island_0.json,25,4,Arrange items in the cabinet.,OK,place_in,place_in,Place cabinet in receptacle.,Place the items in the cabinet.,in,in,;referent_grounding_v1:G1,,X=items|Y=cabinet
G2,00871-VBzV5z6i1WS/tasks-island_0.json,27,4,Arrange the flower.,OK,place_on,straighten,Place flower on surface.,Straighten the flower.,on,,;referent_grounding_v1:G2,,X=flower
G2,00871-VBzV5z6i1WS/tasks-island_0.json,35,2,Position the piano bench.,OK,place_on,reposition,Place piano bench on surface.,Reposition the piano bench.,on,,;referent_grounding_v1:G2,,X=piano bench
G2,00871-VBzV5z6i1WS/tasks-island_0.json,57,3,Arrange the flower.,OK,place_on,straighten,Place flower on surface.,Straighten the flower.,on,,;referent_grounding_v1:G2,,X=flower
G2,00871-VBzV5z6i1WS/tasks-island_0.json,67,1,Arrange the rocking chair.,OK,place_in,straighten,Place rocking chair in receptacle.,Straighten the rocking chair.,in,,;referent_grounding_v1:G2,,X=rocking chair
G2,00871-VBzV5z6i1WS/tasks-island_0.json,68,4,Arrange the stand.,OK,place_on,straighten,Place stand on surface.,Straighten the stand.,on,,;referent_grounding_v1:G2,,X=stand
G1,00871-VBzV5z6i1WS/tasks-island_0.json,85,2,Set the bowl on the kitchen counter.,OK,place_on,place_on,Place bowl on surface.,Place the bowl on the kitchen counter.,on,on,;referent_grounding_v1:G1,,X=bowl|Y=kitchen counter
G1,00871-VBzV5z6i1WS/tasks-island_0.json,88,5,Set the tray in the kitchen.,OK,place_in,place_in,Place tray in receptacle.,Place the tray in the kitchen.,in,in,;referent_grounding_v1:G1,,X=tray|Y=kitchen
G1,00871-VBzV5z6i1WS/tasks-island_0.json,104,6,Set the tray on the table.,OK,place_on,place_on,Place tray on surface.,Place the tray on the table.,on,on,;referent_grounding_v1:G1,,X=tray|Y=table
G1,00871-VBzV5z6i1WS/tasks-island_0.json,106,2,Organize the items on the dresser.,OK,place_on,place_on,Place dresser on surface.,Place the items on the dresser.,on,on,;referent_grounding_v1:G1,,X=items|Y=dresser
G2,00871-VBzV5z6i1WS/tasks-island_0.json,111,1,Tidy the clothes inside the wardrobe.,OK,place_in,straighten,Place wardrobe in receptacle.,Straighten the clothes inside the wardrobe.,in,,;referent_grounding_v1:G2,,X=clothes inside the wardrobe
G1,00871-VBzV5z6i1WS/tasks-island_0.json,111,6,Arrange the items on the dresser.,OK,place_on,place_on,Place dresser on surface.,Place the items on the dresser.,on,on,;referent_grounding_v1:G1,,X=items|Y=dresser
G2,00871-VBzV5z6i1WS/tasks-island_0.json,131,4,Set the bowl.,OK,place_on,straighten,Place bowl on surface.,Straighten the bowl.,on,,;referent_grounding_v1:G2,,X=bowl
G2,00871-VBzV5z6i1WS/tasks-island_0.json,132,5,Set the cabinet.,OK,place_on,straighten,Place cabinet on surface.,Straighten the cabinet.,on,,;referent_grounding_v1:G2,,X=cabinet
G2,00871-VBzV5z6i1WS/tasks-island_0.json,133,6,Set the dresser.,OK,place_on,straighten,Place dresser on surface.,Straighten the dresser.,on,,;referent_grounding_v1:G2,,X=dresser
G2,00871-VBzV5z6i1WS/tasks-island_0.json,135,5,Set the dresser.,OK,place_in,straighten,Place dresser in receptacle.,Straighten the dresser.,in,,;referent_grounding_v1:G2,,X=dresser
G2,00871-VBzV5z6i1WS/tasks-island_0.json,136,7,Arrange the bath towel.,OK,place_on,straighten,Place bath towel on surface.,Straighten the bath towel.,on,,;referent_grounding_v1:G2,,X=bath towel
G2,00871-VBzV5z6i1WS/tasks-island_0.json,137,2,Arrange the bowl of fruit.,OK,place_in,straighten,Place bowl of fruit in receptacle.,Straighten the bowl of fruit.,in,,;referent_grounding_v1:G2,,X=bowl of fruit
G2,00871-VBzV5z6i1WS/tasks-island_0.json,140,2,Set the cabinet.,OK,place_on,straighten,Place cabinet on surface.,Straighten the cabinet.,on,,;referent_grounding_v1:G2,,X=cabinet
G2,00871-VBzV5z6i1WS/tasks-island_0.json,141,2,Position the flowerpot.,OK,place_on,reposition,Place flowerpot on surface.,Reposition the flowerpot.,on,,;referent_grounding_v1:G2,,X=flowerpot
G2,00871-VBzV5z6i1WS/tasks-island_0.json,143,4,Set the kitchen cabinet.,OK,place_on,straighten,Place kitchen cabinet on surface.,Straighten the kitchen cabinet.,on,,;referent_grounding_v1:G2,,X=kitchen cabinet
G2,00871-VBzV5z6i1WS/tasks-island_0.json,148,1,Set the dresser.,OK,place_on,straighten,Place dresser on surface.,Straighten the dresser.,on,,;referent_grounding_v1:G2,,X=dresser
G2,00871-VBzV5z6i1WS/tasks-island_0.json,150,4,Set the kitchen cabinet.,OK,place_on,straighten,Place kitchen cabinet on surface.,Straighten the kitchen cabinet.,on,,;referent_grounding_v1:G2,,X=kitchen cabinet
G2,00871-VBzV5z6i1WS/tasks-island_0.json,160,4,Position the piano bench.,OK,place_in,reposition,Place piano bench in receptacle.,Reposition the piano bench.,in,,;referent_grounding_v1:G2,,X=piano bench
G2,00871-VBzV5z6i1WS/tasks-island_0.json,161,3,Arrange the bowl.,OK,place_on,straighten,Place bowl on surface.,Straighten the bowl.,on,,;referent_grounding_v1:G2,,X=bowl
G2,00871-VBzV5z6i1WS/tasks-island_0.json,165,6,Arrange the decoration.,OK,place_in,straighten,Place decoration in receptacle.,Straighten the decoration.,in,,;referent_grounding_v1:G2,,X=decoration
G2,00871-VBzV5z6i1WS/tasks-island_0.json,169,5,Arrange the tray.,OK,place_on,straighten,Place tray on surface.,Straighten the tray.,on,,;referent_grounding_v1:G2,,X=tray
G2,00871-VBzV5z6i1WS/tasks-island_0.json,172,2,Arrange the flower.,OK,place_on,straighten,Place flower on surface.,Straighten the flower.,on,,;referent_grounding_v1:G2,,X=flower
G1,00873-bxsVRursffK/tasks-island_0.json,4,2,Arrange flowers in the flower vase.,OK,place_in,place_in,Place flower vase in receptacle.,Place the flowers in the flower vase.,in,in,;referent_grounding_v1:G1,,X=flowers|Y=flower vase
G3,00873-bxsVRursffK/tasks-island_0.json,5,1,Put toys away into the box.,OK,store,store,Store items in the box.,Store the toys in the box.,in,in,;referent_grounding_v1:G3,,NP=toys
G1,00873-bxsVRursffK/tasks-island_0.json,11,3,Organize the toiletries on the bathroom shelf.,OK,place_on,place_on,Place bathroom shelf on surface.,Place the toiletries on the bathroom shelf.,on,on,;referent_grounding_v1:G1,,X=toiletries|Y=bathroom shelf
G1,00873-bxsVRursffK/tasks-island_0.json,13,4,Organize papers on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the papers on the shelf.,on,on,;referent_grounding_v1:G1,,X=papers|Y=shelf
G1,00873-bxsVRursffK/tasks-island_0.json,20,1,Sort the items in the kitchen cabinet.,OK,place_in,place_in,Place kitchen cabinet in receptacle.,Place the items in the kitchen cabinet.,in,in,;referent_grounding_v1:G1,,X=items|Y=kitchen cabinet
G4,00873-bxsVRursffK/tasks-island_0.json,22,1,Fill a pitcher at the sink.,FLAG,fill,fill,Use the sink to fill a container.,Use the sink to fill a container.,at,at,;ungrounded_anaphora,,no_vessel_found
G1,00873-bxsVRursffK/tasks-island_0.json,33,3,Organize the items on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the items on the shelf.,on,on,;referent_grounding_v1:G1,,X=items|Y=shelf
G2,00873-bxsVRursffK/tasks-island_0.json,37,3,Arrange the clothes hanger.,OK,place_on,straighten,Place clothes hanger on surface.,Straighten the clothes hanger.,on,,;referent_grounding_v1:G2,,X=clothes hanger
G2,00873-bxsVRursffK/tasks-island_0.json,38,1,Arrange the bean bag chair for sitting.,OK,place_on,straighten,Place bean bag chair on surface.,Straighten the bean bag chair.,on,,;referent_grounding_v1:G2,,X=bean bag chair
G1,00873-bxsVRursffK/tasks-island_0.json,41,2,Organize the items on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the items on the shelf.,on,on,;referent_grounding_v1:G1,,X=items|Y=shelf
G2,00873-bxsVRursffK/tasks-island_0.json,43,2,Organize the items inside the basket.,OK,place_in,straighten,Place basket in receptacle.,Straighten the items inside the basket.,in,,;referent_grounding_v1:G2,,X=items inside the basket
G1,00873-bxsVRursffK/tasks-island_0.json,43,4,Tidy the objects on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the objects on the shelf.,on,on,;referent_grounding_v1:G1,,X=objects|Y=shelf
G3,00873-bxsVRursffK/tasks-island_0.json,44,2,Put the box away in the cabinet.,OK,store,store,Store items in the cabinet.,Store the box in the cabinet.,in,in,;referent_grounding_v1:G3,,NP=box
G1,00873-bxsVRursffK/tasks-island_0.json,54,3,Arrange the fruit in the bowl of fruit.,OK,place_in,place_in,Place bowl of fruit in receptacle.,Place the fruit in the bowl of fruit.,in,in,;referent_grounding_v1:G1,,X=fruit|Y=bowl of fruit
G2,00873-bxsVRursffK/tasks-island_0.json,57,3,Organize items inside the closet.,OK,place_in,straighten,Place closet in receptacle.,Straighten the items inside the closet.,in,,;referent_grounding_v1:G2,,X=items inside the closet
G2,00873-bxsVRursffK/tasks-island_0.json,57,5,Arrange the hanging clothes neatly.,OK,place_on,straighten,Place hanging clothes on surface.,Straighten the hanging clothes.,on,,;referent_grounding_v1:G2,,X=hanging clothes
G1,00873-bxsVRursffK/tasks-island_0.json,62,4,Arrange the fruit in the bowl of fruit.,OK,place_in,place_in,Place bowl of fruit in receptacle.,Place the fruit in the bowl of fruit.,in,in,;referent_grounding_v1:G1,,X=fruit|Y=bowl of fruit
G2,00873-bxsVRursffK/tasks-island_0.json,63,2,Arrange the bean bag chair for comfort.,OK,place_in,straighten,Place bean bag chair in receptacle.,Straighten the bean bag chair.,in,,;referent_grounding_v1:G2,,X=bean bag chair
G1,00873-bxsVRursffK/tasks-island_0.json,65,5,Arrange the book on the bedside table.,OK,place_on,place_on,Place book on surface.,Place the book on the bedside table.,on,on,;referent_grounding_v1:G1,,X=book|Y=bedside table
G2,00873-bxsVRursffK/tasks-island_0.json,75,6,Arrange the bathroom cabinet.,OK,place_on,straighten,Place bathroom cabinet on surface.,Straighten the bathroom cabinet.,on,,;referent_grounding_v1:G2,,X=bathroom cabinet
G1,00873-bxsVRursffK/tasks-island_0.json,76,4,Arrange clothes on the clothes hanger rod.,OK,place_on,place_on,Place clothes hanger rod on surface.,Place the clothes on the clothes hanger rod.,on,on,;referent_grounding_v1:G1,,X=clothes|Y=clothes hanger rod
G2,00873-bxsVRursffK/tasks-island_0.json,81,5,Arrange the book.,OK,place_on,straighten,Place book on surface.,Straighten the book.,on,,;referent_grounding_v1:G2,,X=book
G2,00873-bxsVRursffK/tasks-island_0.json,97,5,Arrange the handbag.,OK,place_on,straighten,Place handbag on surface.,Straighten the handbag.,on,,;referent_grounding_v1:G2,,X=handbag
G4,00873-bxsVRursffK/tasks-island_0.json,104,2,Fill a pitcher at the sink.,FLAG,fill,fill,Use the sink to fill a container.,Use the sink to fill a container.,at,at,;ungrounded_anaphora,,no_vessel_found
G2,00876-mv2HUxq3B53/tasks-island_0.json,2,4,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00876-mv2HUxq3B53/tasks-island_0.json,9,3,Position the mouse.,OK,place_on,reposition,Place mouse on surface.,Reposition the mouse.,on,,;referent_grounding_v1:G2,,X=mouse
G2,00876-mv2HUxq3B53/tasks-island_0.json,25,3,Arrange the wine rack.,OK,place_on,straighten,Place wine rack on surface.,Straighten the wine rack.,on,,;referent_grounding_v1:G2,,X=wine rack
G2,00876-mv2HUxq3B53/tasks-island_0.json,26,3,Position the mouse.,OK,place_on,reposition,Place mouse on surface.,Reposition the mouse.,on,,;referent_grounding_v1:G2,,X=mouse
G2,00876-mv2HUxq3B53/tasks-island_0.json,27,3,Set the toaster.,OK,place_on,straighten,Place toaster on surface.,Straighten the toaster.,on,,;referent_grounding_v1:G2,,X=toaster
G3,00876-mv2HUxq3B53/tasks-island_0.json,44,3,Put fruit into the bowl.,OK,place_in,place_in,Place items in the bowl of fruit.,Place the fruit in the bowl of fruit.,in,in,;referent_grounding_v1:G3,,NP=fruit
G2,00876-mv2HUxq3B53/tasks-island_0.json,59,3,Arrange the sofa seat.,OK,place_on,straighten,Place sofa seat on surface.,Straighten the sofa seat.,on,,;referent_grounding_v1:G2,,X=sofa seat
G2,00876-mv2HUxq3B53/tasks-island_0.json,85,1,Arrange the sofa seat.,OK,place_in,straighten,Place sofa seat in receptacle.,Straighten the sofa seat.,in,,;referent_grounding_v1:G2,,X=sofa seat
G2,00876-mv2HUxq3B53/tasks-island_0.json,89,3,Set the bowl.,OK,place_on,straighten,Place bowl on surface.,Straighten the bowl.,on,,;referent_grounding_v1:G2,,X=bowl
G2,00876-mv2HUxq3B53/tasks-island_0.json,92,2,Set the cup.,OK,place_on,straighten,Place cup on surface.,Straighten the cup.,on,,;referent_grounding_v1:G2,,X=cup
G2,00876-mv2HUxq3B53/tasks-island_0.json,103,1,Arrange the circular sofa.,OK,place_on,straighten,Place circular sofa on surface.,Straighten the circular sofa.,on,,;referent_grounding_v1:G2,,X=circular sofa
G2,00876-mv2HUxq3B53/tasks-island_0.json,105,3,Set the bowl.,OK,place_on,straighten,Place bowl on surface.,Straighten the bowl.,on,,;referent_grounding_v1:G2,,X=bowl
G1,00876-mv2HUxq3B53/tasks-island_0.json,116,4,Organize the items on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the items on the shelf.,on,on,;referent_grounding_v1:G1,,X=items|Y=shelf
G1,00876-mv2HUxq3B53/tasks-island_0.json,118,1,Arrange flowers in the flower vase.,OK,place_in,place_in,Place flower vase in receptacle.,Place the flowers in the flower vase.,in,in,;referent_grounding_v1:G1,,X=flowers|Y=flower vase
G1,00876-mv2HUxq3B53/tasks-island_0.json,119,6,Reposition the vase on the table.,OK,place_on,place_on,Place vase on surface.,Place the vase on the table.,on,on,;referent_grounding_v1:G1,,X=vase|Y=table
G1,00876-mv2HUxq3B53/tasks-island_0.json,124,1,Organize tools on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the tools on the shelf.,on,on,;referent_grounding_v1:G1,,X=tools|Y=shelf
G1,00876-mv2HUxq3B53/tasks-island_0.json,126,5,Arrange the flower vase on the pedestal.,OK,place_on,place_on,Place flower vase on surface.,Place the flower vase on the pedestal.,on,on,;referent_grounding_v1:G1,,X=flower vase|Y=pedestal
G2,00876-mv2HUxq3B53/tasks-island_0.json,132,3,Arrange the sofa seat for comfort.,OK,place_on,straighten,Place sofa seat on surface.,Straighten the sofa seat.,on,,;referent_grounding_v1:G2,,X=sofa seat
G1,00876-mv2HUxq3B53/tasks-island_0.json,142,5,Set the bowl of fruit on the side table.,OK,place_on,place_on,Place bowl of fruit on surface.,Place the bowl of fruit on the side table.,on,on,;referent_grounding_v1:G1,,X=bowl of fruit|Y=side table
G2,00876-mv2HUxq3B53/tasks-island_0.json,146,4,Arrange the clothes.,OK,place_on,straighten,Place clothes on surface.,Straighten the clothes.,on,,;referent_grounding_v1:G2,,X=clothes
G2,00876-mv2HUxq3B53/tasks-island_0.json,149,5,Arrange the sofa seat.,OK,place_on,straighten,Place sofa seat on surface.,Straighten the sofa seat.,on,,;referent_grounding_v1:G2,,X=sofa seat
G2,00876-mv2HUxq3B53/tasks-island_0.json,166,5,Arrange the circular sofa.,OK,place_on,straighten,Place circular sofa on surface.,Straighten the circular sofa.,on,,;referent_grounding_v1:G2,,X=circular sofa
G2,00876-mv2HUxq3B53/tasks-island_0.json,171,3,Arrange the clothes.,OK,place_on,straighten,Place clothes on surface.,Straighten the clothes.,on,,;referent_grounding_v1:G2,,X=clothes
G2,00876-mv2HUxq3B53/tasks-island_0.json,172,4,Set the pitcher.,OK,place_on,straighten,Place pitcher on surface.,Straighten the pitcher.,on,,;referent_grounding_v1:G2,,X=pitcher
G2,00876-mv2HUxq3B53/tasks-island_0.json,174,6,Set the bowl of fruit.,OK,place_on,straighten,Place bowl of fruit on surface.,Straighten the bowl of fruit.,on,,;referent_grounding_v1:G2,,X=bowl of fruit
G1,00876-mv2HUxq3B53/tasks-island_0.json,181,3,Set the bowl of fruit on the table.,OK,place_on,place_on,Place bowl of fruit on surface.,Place the bowl of fruit on the table.,on,on,;referent_grounding_v1:G1,,X=bowl of fruit|Y=table
G2,00876-mv2HUxq3B53/tasks-island_0.json,183,4,Arrange the circular sofa.,OK,place_on,straighten,Place circular sofa on surface.,Straighten the circular sofa.,on,,;referent_grounding_v1:G2,,X=circular sofa
G3,00876-mv2HUxq3B53/tasks-island_0.json,198,2,Place fruit in the bowl.,OK,place_in,place_in,Place items in the bowl of fruit.,Place the fruit in the bowl of fruit.,in,in,;referent_grounding_v1:G3,,NP=fruit
G2,00876-mv2HUxq3B53/tasks-island_0.json,200,4,Set the bowl.,OK,place_on,straighten,Place bowl on surface.,Straighten the bowl.,on,,;referent_grounding_v1:G2,,X=bowl
G2,00876-mv2HUxq3B53/tasks-island_0.json,203,1,Arrange the clothes.,OK,place_on,straighten,Place clothes on surface.,Straighten the clothes.,on,,;referent_grounding_v1:G2,,X=clothes
G2,00876-mv2HUxq3B53/tasks-island_0.json,203,5,Arrange the circular sofa.,OK,place_on,straighten,Place circular sofa on surface.,Straighten the circular sofa.,on,,;referent_grounding_v1:G2,,X=circular sofa
G2,00876-mv2HUxq3B53/tasks-island_0.json,204,6,Set the bowl of fruit.,OK,place_on,straighten,Place bowl of fruit on surface.,Straighten the bowl of fruit.,on,,;referent_grounding_v1:G2,,X=bowl of fruit
G1,00876-mv2HUxq3B53/tasks-island_0.json,209,3,Arrange the sofa seat in the living area.,OK,place_in,place_in,Place sofa seat in receptacle.,Place the sofa seat in the living area.,in,in,;referent_grounding_v1:G1,,X=sofa seat|Y=living area
G2,00876-mv2HUxq3B53/tasks-island_0.json,212,4,Arrange the circular sofa.,OK,place_on,straighten,Place circular sofa on surface.,Straighten the circular sofa.,on,,;referent_grounding_v1:G2,,X=circular sofa
G2,00876-mv2HUxq3B53/tasks-island_0.json,218,4,Arrange the sofa seat.,OK,place_on,straighten,Place sofa seat on surface.,Straighten the sofa seat.,on,,;referent_grounding_v1:G2,,X=sofa seat
G2,00876-mv2HUxq3B53/tasks-island_0.json,223,1,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00876-mv2HUxq3B53/tasks-island_0.json,226,4,Set the wardrobe.,OK,place_on,straighten,Place wardrobe on surface.,Straighten the wardrobe.,on,,;referent_grounding_v1:G2,,X=wardrobe
G2,00876-mv2HUxq3B53/tasks-island_0.json,238,3,Arrange the clothes.,OK,place_on,straighten,Place clothes on surface.,Straighten the clothes.,on,,;referent_grounding_v1:G2,,X=clothes
G2,00877-4ok3usBNeis/tasks-island_0.json,26,4,Arrange the dresser.,OK,place_on,straighten,Place dresser on surface.,Straighten the dresser.,on,,;referent_grounding_v1:G2,,X=dresser
G2,00877-4ok3usBNeis/tasks-island_0.json,29,4,Arrange the table lamp.,OK,place_on,straighten,Place table lamp on surface.,Straighten the table lamp.,on,,;referent_grounding_v1:G2,,X=table lamp
G2,00877-4ok3usBNeis/tasks-island_0.json,62,2,Set the tray.,OK,place_on,straighten,Place tray on surface.,Straighten the tray.,on,,;referent_grounding_v1:G2,,X=tray
G2,00877-4ok3usBNeis/tasks-island_0.json,62,4,Arrange the shoe.,OK,place_on,straighten,Place shoe on surface.,Straighten the shoe.,on,,;referent_grounding_v1:G2,,X=shoe
G2,00877-4ok3usBNeis/tasks-island_0.json,69,4,Arrange the rack.,OK,place_on,straighten,Place rack on surface.,Straighten the rack.,on,,;referent_grounding_v1:G2,,X=rack
G2,00877-4ok3usBNeis/tasks-island_0.json,88,2,Set the tray.,OK,place_on,straighten,Place tray on surface.,Straighten the tray.,on,,;referent_grounding_v1:G2,,X=tray
G1,00877-4ok3usBNeis/tasks-island_0.json,91,2,Organize items in the cabinet.,OK,place_in,place_in,Place cabinet in receptacle.,Place the items in the cabinet.,in,in,;referent_grounding_v1:G1,,X=items|Y=cabinet
G2,00877-4ok3usBNeis/tasks-island_0.json,97,3,Set the record player.,OK,place_on,straighten,Place record player on surface.,Straighten the record player.,on,,;referent_grounding_v1:G2,,X=record player
G2,00877-4ok3usBNeis/tasks-island_0.json,97,6,Arrange the entertainment set.,OK,place_on,straighten,Place entertainment set on surface.,Straighten the entertainment set.,on,,;referent_grounding_v1:G2,,X=entertainment set
G1,00877-4ok3usBNeis/tasks-island_0.json,100,5,Put objects in the rack.,OK,place_on,place_in,Place items on the rack.,Place the objects in the rack.,on,in,;referent_grounding_v1:G1,,X=objects|Y=rack
G2,00877-4ok3usBNeis/tasks-island_0.json,109,1,Set the record player.,OK,place_on,straighten,Place record player on surface.,Straighten the record player.,on,,;referent_grounding_v1:G2,,X=record player
G2,00877-4ok3usBNeis/tasks-island_0.json,109,4,Arrange the tray.,OK,place_on,straighten,Place tray on surface.,Straighten the tray.,on,,;referent_grounding_v1:G2,,X=tray
G2,00877-4ok3usBNeis/tasks-island_0.json,118,2,Arrange the shoe neatly.,OK,place_on,straighten,Place shoe on surface.,Straighten the shoe.,on,,;referent_grounding_v1:G2,,X=shoe
G1,00877-4ok3usBNeis/tasks-island_0.json,118,7,Organize the items on the rack.,OK,place_on,place_on,Place rack on surface.,Place the items on the rack.,on,on,;referent_grounding_v1:G1,,X=items|Y=rack
G2,00877-4ok3usBNeis/tasks-island_0.json,130,7,Arrange the shoe.,OK,place_on,straighten,Place shoe on surface.,Straighten the shoe.,on,,;referent_grounding_v1:G2,,X=shoe
G1,00878-XB4GS9ShBRE/tasks-island_0.json,2,2,Set the plate on the table.,OK,place_on,place_on,Place plate on surface.,Place the plate on the table.,on,on,;referent_grounding_v1:G1,,X=plate|Y=table
G2,00878-XB4GS9ShBRE/tasks-island_0.json,18,1,Arrange the flowers.,OK,place_on,straighten,Place flower on surface.,Straighten the flowers.,on,,;referent_grounding_v1:G2,,X=flowers
