file,task_idx,step_id,rule,old_action,new_action,old_atomic_step,new_atomic_step,relation,mapping_source_op,step_orig
00664-u5atqC7vRCY/tasks-island_0.json,15,2,R4_roll_flag,carry,carry,Carry the rug.,Carry the rug.,None,+vocab_gap:roll,Roll out the rug for a flat surface.
00664-u5atqC7vRCY/tasks-island_0.json,20,1,F1_brew_inspect,inspect,start_machine,Inspect the coffee_maker.,Start the coffee_maker.,None,+vocab_extension_v1:inspect->start_machine,Use the coffee maker to brew a drink.
00664-u5atqC7vRCY/tasks-island_0.json,61,1,R4_appliance_clean,turn_on,turn_on,Turn on stove.,Turn on stove.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Preheat the stove.
00664-u5atqC7vRCY/tasks-island_0.json,77,2,F1_brew_inspect,inspect,start_machine,Inspect the coffee_maker.,Start the coffee_maker.,None,+vocab_extension_v1:inspect->start_machine,Use the coffee maker to brew a cup.
00664-u5atqC7vRCY/tasks-island_0.json,122,3,R4_appliance_clean,turn_on,turn_on,Turn on the stove to begin cooking.,Turn on the stove to begin cooking.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove to begin cooking.
00664-u5atqC7vRCY/tasks-island_0.json,136,5,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove for eggs.
00664-u5atqC7vRCY/tasks-island_0.json,148,2,F2_warm_inspect,inspect,turn_on,Inspect the toaster.,Turn on the toaster.,None,+vocab_extension_v1:inspect->turn_on,Use the toaster to warm up bread.
00664-u5atqC7vRCY/tasks-island_0.json,148,3,R4_appliance_clean,turn_on,turn_on,Turn on the stove to cook.,Turn on the stove to cook.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove to cook.
00680-YmWinf3mhb5/tasks-island_0.json,16,3,R4_appliance_clean,turn_on,turn_on,Turn on oven and stove.,Turn on oven and stove.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Preheat the oven and stove.
00680-YmWinf3mhb5/tasks-island_0.json,32,1,R4_appliance_clean,turn_on,turn_on,Turn on oven and stove.,Turn on oven and stove.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Preheat the oven and stove.
00680-YmWinf3mhb5/tasks-island_0.json,33,4,R4_appliance_clean,turn_on,turn_on,Turn on oven and stove.,Turn on oven and stove.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Warm up some broth on the oven and stove.
00680-YmWinf3mhb5/tasks-island_0.json,39,1,R4_roll_flag,carry,carry,Carry the rug.,Carry the rug.,None,+vocab_gap:roll,Roll out the rug for yoga.
00680-YmWinf3mhb5/tasks-island_0.json,54,1,R4_appliance_clean,turn_on,turn_on,Turn on the oven and stove.,Turn on the oven and stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the oven and stove.
00680-YmWinf3mhb5/tasks-island_0.json,68,2,R4_appliance_clean,turn_on,turn_on,Turn on the oven and stove.,Turn on the oven and stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the oven and stove.
00685-ENiCjXWB6aQ/tasks-island_3.json,9,5,R4_bathtub_clean,turn_on,turn_on,Turn on the bathtub.,Turn on the bathtub.,in,-vocab_gap:no_faucet_action; +idiom_ok:turn_on_appliance,Turn on the water in the bathtub.
00685-ENiCjXWB6aQ/tasks-island_3.json,33,3,F3_repair_REMAP,reposition,tighten,Reposition the cabinet drawer.,Tighten the cabinet drawer.,None,+vocab_extension_v1:repair_remap->tighten,Repair the cabinet drawer track.
00688-SgkmkWjjmDJ/tasks-island_0.json,30,3,R4_appliance_clean,turn_on,turn_on,Turn on the oven and stove.,Turn on the oven and stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the oven and stove.
00688-SgkmkWjjmDJ/tasks-island_0.json,47,2,R1_light,turn_on,light,Turn on the candlestick in the living room.,Light the candlestick in the living room.,in,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candlestick in the living room.
00688-SgkmkWjjmDJ/tasks-island_0.json,68,4,R4_appliance_clean,turn_on,turn_on,Turn on the oven and stove.,Turn on the oven and stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the oven and stove.
00688-SgkmkWjjmDJ/tasks-island_0.json,95,4,R4_appliance_clean,turn_on,turn_on,Turn on the oven and stove.,Turn on the oven and stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the oven and stove.
00688-SgkmkWjjmDJ/tasks-island_0.json,103,5,R4_appliance_clean,turn_off,turn_off,Turn off the oven and stove.,Turn off the oven and stove.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn off the oven and stove.
00688-SgkmkWjjmDJ/tasks-island_0.json,108,5,R4_appliance_clean,turn_on,turn_on,Turn on the oven and stove.,Turn on the oven and stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the oven and stove.
00712-HZ2iMMBsBQ9/tasks-island_0.json,97,6,R2_unload,open,unload,Open dishwasher.,Unload the dishwasher.,None,+vocab_extension_v1:open->unload,Unload the dishwasher.
00720-8B43pG641ff/tasks-island_0.json,30,4,R4_roll_flag,smooth,smooth,Smooth the rug.,Smooth the rug.,None,+vocab_gap:roll,Roll up the rug.
00720-8B43pG641ff/tasks-island_0.json,43,4,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle
00720-8B43pG641ff/tasks-island_0.json,65,3,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00720-8B43pG641ff/tasks-island_0.json,88,5,R1_light,turn_on,light,Turn on the candle on the hearth.,Light the candle on the hearth.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle on the hearth.
00720-8B43pG641ff/tasks-island_0.json,119,1,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00720-8B43pG641ff/tasks-island_0.json,167,3,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00720-8B43pG641ff/tasks-island_1.json,15,2,R4_roll_flag,carry,carry,Carry the mat.,Carry the mat.,None,+vocab_gap:roll,Roll out the mat.
00720-8B43pG641ff/tasks-island_1.json,41,4,R4_roll_flag,smooth,smooth,Smooth the mat.,Smooth the mat.,None,+vocab_gap:roll,Roll up the mat.
00723-hWDDQnSDMXb/tasks-island_1.json,1,4,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00723-hWDDQnSDMXb/tasks-island_1.json,27,2,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00723-hWDDQnSDMXb/tasks-island_1.json,32,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00723-hWDDQnSDMXb/tasks-island_1.json,45,3,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00723-hWDDQnSDMXb/tasks-island_1.json,60,3,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00723-hWDDQnSDMXb/tasks-island_1.json,65,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00723-hWDDQnSDMXb/tasks-island_1.json,85,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00723-hWDDQnSDMXb/tasks-island_1.json,88,6,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00723-hWDDQnSDMXb/tasks-island_1.json,95,6,R1_light,turn_on,light,Turn on the candle on the table.,Light the candle on the table.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle on the table.
00723-hWDDQnSDMXb/tasks-island_1.json,106,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00723-hWDDQnSDMXb/tasks-island_1.json,111,3,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00723-hWDDQnSDMXb/tasks-island_1.json,120,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Prepare the fireplace.
00723-hWDDQnSDMXb/tasks-island_1.json,131,2,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light a decorative candle.
00723-hWDDQnSDMXb/tasks-island_1.json,143,6,R4_fireplace_soft,turn_on,turn_on,Turn on fireplace.,Turn on fireplace.,None,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Prepare the fireplace for use.
00723-hWDDQnSDMXb/tasks-island_1.json,147,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00723-hWDDQnSDMXb/tasks-island_1.json,162,5,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00723-hWDDQnSDMXb/tasks-island_1.json,170,5,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00723-hWDDQnSDMXb/tasks-island_1.json,178,3,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00723-hWDDQnSDMXb/tasks-island_1.json,187,1,R2_unload,open,unload,Open dishwasher.,Unload the dishwasher.,None,+vocab_extension_v1:open->unload,Unload the dishwasher.
00723-hWDDQnSDMXb/tasks-island_1.json,189,3,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00723-hWDDQnSDMXb/tasks-island_1.json,192,3,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00732-Z2DQddYp1fn/tasks-island_0.json,8,3,R4_roll_flag,carry,carry,Carry the yoga mat.,Carry the yoga mat.,None,+vocab_gap:roll,Roll out the yoga mat.
00732-Z2DQddYp1fn/tasks-island_0.json,17,2,R4_roll_flag,straighten,straighten,Straighten carpet.,Straighten carpet.,None,+vocab_gap:roll,Roll up the carpet.
00732-Z2DQddYp1fn/tasks-island_0.json,28,2,R4_roll_flag,carry,carry,Carry the yoga mat.,Carry the yoga mat.,None,+vocab_gap:roll,Roll out the yoga mat.
00732-Z2DQddYp1fn/tasks-island_0.json,31,2,R4_roll_flag,smooth,smooth,Smooth the yoga mat.,Smooth the yoga mat.,None,+vocab_gap:roll,Roll up the yoga mat.
00732-Z2DQddYp1fn/tasks-island_0.json,34,5,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00732-Z2DQddYp1fn/tasks-island_0.json,42,2,R4_roll_flag,smooth,smooth,Smooth the yoga mat.,Smooth the yoga mat.,None,+vocab_gap:roll,Roll up the yoga mat.
00732-Z2DQddYp1fn/tasks-island_0.json,51,2,R4_roll_flag,carry,carry,Carry the yoga mat.,Carry the yoga mat.,None,+vocab_gap:roll,Roll out the yoga mat.
00732-Z2DQddYp1fn/tasks-island_0.json,61,3,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil the kettle.
00732-Z2DQddYp1fn/tasks-island_0.json,82,6,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Make tea with the kettle.
00732-Z2DQddYp1fn/tasks-island_0.json,86,2,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil the kettle.
00732-Z2DQddYp1fn/tasks-island_0.json,91,1,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00732-Z2DQddYp1fn/tasks-island_0.json,107,6,R4_appliance_clean,turn_on,turn_on,Turn on the kettle.,Turn on the kettle.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Prepare the kettle.
00732-Z2DQddYp1fn/tasks-island_0.json,112,2,R4_roll_flag,straighten,straighten,Straighten the yoga mat.,Straighten the yoga mat.,None,+vocab_gap:roll,Unroll the yoga mat.
00732-Z2DQddYp1fn/tasks-island_0.json,118,7,R4_appliance_clean,turn_on,turn_on,Turn on the kettle.,Turn on the kettle.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Prepare the kettle.
00732-Z2DQddYp1fn/tasks-island_0.json,134,2,R4_roll_flag,carry,carry,Carry the yoga mat.,Carry the yoga mat.,None,+vocab_gap:roll,Roll out the yoga mat.
00732-Z2DQddYp1fn/tasks-island_0.json,152,3,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil the kettle.
00733-GtM3JtRvvvR/tasks-island_0.json,90,5,F3_repair_REMAP,reposition,tighten,Reposition the wash cabinet.,Tighten the wash cabinet.,None,+vocab_extension_v1:repair_remap->tighten,Repair the wash cabinet.
00738-GPyDUnjwZQy/tasks-island_0.json,28,1,R4_appliance_clean,turn_on,turn_on,Turn on the kettle.,Turn on the kettle.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the kettle.
00738-GPyDUnjwZQy/tasks-island_0.json,36,2,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00741-w8GiikYuFRk/tasks-island_0.json,15,2,R1_light,turn_on,light,Turn on the candle holder.,Light the candle holder.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Turn on the candle holder for ambiance.
00741-w8GiikYuFRk/tasks-island_0.json,38,3,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove for heat.
00741-w8GiikYuFRk/tasks-island_0.json,38,5,R1_light,turn_on,light,Turn on the fireplace sconce.,Light the fireplace sconce.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the fireplace sconce.
00741-w8GiikYuFRk/tasks-island_0.json,92,6,R4_appliance_clean,turn_off,turn_off,Turn off the stove.,Turn off the stove.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn off the stove.
00741-w8GiikYuFRk/tasks-island_0.json,99,3,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Light the stove.
00741-w8GiikYuFRk/tasks-island_0.json,111,6,R4_appliance_clean,turn_off,turn_off,Turn off the stove.,Turn off the stove.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn off the stove.
00741-w8GiikYuFRk/tasks-island_0.json,121,5,R4_appliance_clean,turn_off,turn_off,Turn off the stove.,Turn off the stove.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn off the stove.
00741-w8GiikYuFRk/tasks-island_0.json,148,3,R4_appliance_clean,turn_on,turn_on,Turn on stove.,Turn on stove.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Preheat the stove to bake treats.
00741-w8GiikYuFRk/tasks-island_0.json,162,1,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove for warmth.
00741-w8GiikYuFRk/tasks-island_0.json,162,3,R4_roll_flag,carry,carry,Carry the rug.,Carry the rug.,None,+vocab_gap:roll,Roll out the rug.
00741-w8GiikYuFRk/tasks-island_0.json,172,3,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00741-w8GiikYuFRk/tasks-island_0.json,181,2,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00741-w8GiikYuFRk/tasks-island_1.json,33,1,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Prepare the stove.
00744-1S7LAXRdDqK/tasks-island_0.json,10,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00744-1S7LAXRdDqK/tasks-island_0.json,27,3,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00744-1S7LAXRdDqK/tasks-island_0.json,35,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00744-1S7LAXRdDqK/tasks-island_0.json,35,5,R1_light,turn_on,light,Turn on the candle on the table.,Light the candle on the table.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle on the table.
00744-1S7LAXRdDqK/tasks-island_0.json,46,1,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00744-1S7LAXRdDqK/tasks-island_0.json,58,2,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water with the kettle for tea.
00744-1S7LAXRdDqK/tasks-island_0.json,69,6,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00744-1S7LAXRdDqK/tasks-island_0.json,73,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00744-1S7LAXRdDqK/tasks-island_0.json,80,2,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00744-1S7LAXRdDqK/tasks-island_0.json,101,4,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00744-1S7LAXRdDqK/tasks-island_0.json,102,3,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle for better lighting.
00744-1S7LAXRdDqK/tasks-island_0.json,120,4,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00746-RTV2n6fXB2w/tasks-island_0.json,4,2,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00746-RTV2n6fXB2w/tasks-island_0.json,9,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00746-RTV2n6fXB2w/tasks-island_0.json,13,3,R4_fireplace_soft,turn_off,turn_off,Turn off the fireplace.,Turn off the fireplace.,None,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn off the fireplace.
00746-RTV2n6fXB2w/tasks-island_0.json,18,5,R4_appliance_clean,turn_off,turn_off,Turn off the stove.,Turn off the stove.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn off the stove.
00746-RTV2n6fXB2w/tasks-island_0.json,49,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace.
00746-RTV2n6fXB2w/tasks-island_0.json,56,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace to create ambiance.,Turn on the fireplace to create ambiance.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace to create ambiance.
00746-RTV2n6fXB2w/tasks-island_0.json,59,3,R3_iron,straighten,iron,Straighten the iron.,Iron the clothes with the iron.,None,+vocab_extension_v1:straighten->iron,Iron the clothes with the iron.
00746-RTV2n6fXB2w/tasks-island_0.json,63,2,R4_tune_flag,set_control,set_control,Adjust the violin.,Adjust the violin.,None,+vocab_gap:no_tune_action,Tune the violin.
00746-RTV2n6fXB2w/tasks-island_0.json,66,5,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace for warmth.
00746-RTV2n6fXB2w/tasks-island_0.json,70,3,R3_iron,straighten,iron,Straighten the iron.,Iron the shirt using the iron.,None,+vocab_extension_v1:straighten->iron,Iron the shirt using the iron.
00746-RTV2n6fXB2w/tasks-island_0.json,73,4,R4_appliance_clean,turn_on,turn_on,Turn on stove.,Turn on stove.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Preheat the stove.
00746-RTV2n6fXB2w/tasks-island_0.json,75,3,R4_tune_flag,set_control,set_control,Adjust the violin.,Adjust the violin.,None,+vocab_gap:no_tune_action,Tune the violin.
00746-RTV2n6fXB2w/tasks-island_0.json,78,5,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Prepare the fireplace.
00746-RTV2n6fXB2w/tasks-island_0.json,81,2,R4_tune_flag,set_control,set_control,Adjust the violin.,Adjust the violin.,None,+vocab_gap:no_tune_action,Tune the violin.
00746-RTV2n6fXB2w/tasks-island_0.json,89,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00746-RTV2n6fXB2w/tasks-island_0.json,96,4,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00746-RTV2n6fXB2w/tasks-island_0.json,99,3,R4_tune_flag,set_control,set_control,Adjust the violin.,Adjust the violin.,None,+vocab_gap:no_tune_action,Tune the violin.
00746-RTV2n6fXB2w/tasks-island_0.json,99,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00750-E1NrAhMoqvB/tasks-island_0.json,0,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace in the living room.,Turn on the fireplace in the living room.,in,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Start the fireplace in the living room.
00750-E1NrAhMoqvB/tasks-island_0.json,42,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00750-E1NrAhMoqvB/tasks-island_0.json,70,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00750-E1NrAhMoqvB/tasks-island_0.json,109,2,R2_unload,open,unload,Open dishwasher.,Unload the dishwasher.,None,+vocab_extension_v1:open->unload,Unload the dishwasher.
00750-E1NrAhMoqvB/tasks-island_0.json,122,3,R4_roll_flag,carry,carry,Carry the floor mat.,Carry the floor mat.,None,+vocab_gap:roll,Roll out the floor mat.
00750-E1NrAhMoqvB/tasks-island_0.json,139,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00750-E1NrAhMoqvB/tasks-island_0.json,169,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00750-E1NrAhMoqvB/tasks-island_0.json,196,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00750-E1NrAhMoqvB/tasks-island_0.json,202,5,R2_unload,open,unload,Open dishwasher.,Unload the dishwasher.,None,+vocab_extension_v1:open->unload,Unload the dishwasher.
00750-E1NrAhMoqvB/tasks-island_0.json,222,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00758-HfMobPm86Xn/tasks-island_0.json,13,1,R4_appliance_clean,turn_on,turn_on,Turn on cooker.,Turn on cooker.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Preheat the cooker.
00758-HfMobPm86Xn/tasks-island_0.json,20,2,R2_unload,open,unload,Open dishwasher.,Unload the dishwasher.,None,+vocab_extension_v1:open->unload,Unload the dishwasher.
00758-HfMobPm86Xn/tasks-island_0.json,30,2,R4_appliance_clean,turn_on,turn_on,Turn on cooker.,Turn on cooker.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Preheat the cooker.
00758-HfMobPm86Xn/tasks-island_0.json,63,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace in the living room.,Turn on the fireplace in the living room.,in,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace in the living room.
00758-HfMobPm86Xn/tasks-island_0.json,74,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the living room fireplace.
00758-HfMobPm86Xn/tasks-island_0.json,76,2,R4_appliance_clean,turn_on,turn_on,Turn on the cooker.,Turn on the cooker.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the cooker.
00758-HfMobPm86Xn/tasks-island_0.json,80,3,R4_appliance_clean,turn_on,turn_on,Turn on the cooker.,Turn on the cooker.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the cooker.
00758-HfMobPm86Xn/tasks-island_0.json,85,3,R4_appliance_clean,turn_on,turn_on,Turn on the cooker.,Turn on the cooker.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the cooker.
00758-HfMobPm86Xn/tasks-island_0.json,98,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
